id,student_name,age,admission,major_id
1881,김현수,23,2022,7
1882,배아진,22,2023,10
1883,조희현,24,2021,14
1884,김연윤,22,2023,10
1885,이성준,23,2022,5
1886,임지연,26,2019,15
1887,민병능,26,2019,11
1888,이희현,20,2025,14
1889,김영원,23,2022,11
1890,이지연,24,2021,13
1891,김진호,23,2022,14
1892,박미민,22,2023,14
1893,이항숙,20,2025,10
1894,신수현,23,2022,16
1895,나영현,20,2025,10
1896,김소성,24,2021,11
1897,노경준,23,2022,6
1898,이은경,25,2020,10
1899,김상수,25,2020,8
1900,김세진,24,2021,14
1901,송한연,26,2019,12
1902,김예진,20,2025,14
1903,남규진,22,2023,9
1904,강근지,24,2021,14
1905,하예권,21,2024,11
1906,이지연,25,2020,13
1907,김주관,20,2025,5
1908,이예란,20,2025,12
1909,배우운,22,2023,10
1910,김태현,26,2019,16
1911,신민현,25,2020,15
1912,김예하,20,2025,6
1913,박우수,20,2025,16
1914,김나정,20,2025,14
1915,김병호,24,2021,13
1916,최나소,22,2023,14
1917,김승호,21,2024,15
1918,유저아,21,2024,8
1919,박현현,22,2023,6
1920,김유우,21,2024,15
1921,송조현,22,2023,8
1922,오다희,21,2024,14
1923,정해민,23,2022,8
1924,김유저,24,2021,1
1925,김병훈,22,2023,17
1926,최가라,22,2023,7
1927,이운인,20,2025,6
1928,김서원,20,2025,6
1929,현홍형,24,2021,13
1930,박수주,26,2019,9
1931,정성전,26,2019,6
1932,오서저,20,2025,5
1933,이지준,21,2024,9
1934,황시현,22,2023,7
1935,최긍긴,24,2021,13
1936,유지민,24,2021,10
1937,이성수,25,2020,9
1938,김아연,20,2025,5
1939,최재환,20,2025,13
1940,문지린,26,2019,11
1941,박순민,20,2025,16
1942,오의현,25,2020,10
1943,손지운,21,2024,9
1944,곽규빈,25,2020,11
1945,김동훈,23,2022,2
1946,박승형,26,2019,14
1947,엄성호,25,2020,13
1948,김수민,26,2019,14
1949,김진준,23,2022,13
1950,조민원,22,2023,15
1951,박응운,26,2019,1
1952,나유은,22,2023,13
1953,박승원,25,2020,8
1954,김최시,20,2025,14
1955,노한원,23,2022,8
1956,김은은,23,2022,8
1957,박성현,20,2025,6
1958,한유영,21,2024,8
1959,이경균,22,2023,11
1960,송세주,23,2022,14
1961,박동현,23,2022,11
1962,신시원,24,2021,11
1963,임창석,26,2019,11
1964,조민원,22,2023,17
1965,이형호,22,2023,16
1966,이채린,23,2022,8
1967,윤윤민,24,2021,10
1968,유지은,26,2019,14
1969,오인수,21,2024,11
1970,이채연,21,2024,14
1971,이형호,20,2025,16
1972,이민민,22,2023,14
1973,최원현,23,2022,9
1974,한민빈,20,2025,8
1975,김관형,22,2023,12
1976,황하리,22,2023,16
1977,김태규,24,2021,11
1978,박희윤,23,2022,13
1979,배의산,20,2025,7
1980,윤서빈,23,2022,11
1981,천정원,25,2020,13
1982,김현은,20,2025,12
1983,박승준,22,2023,13
1984,박윤연,21,2024,8
1985,최동민,25,2020,12
1986,이시아,21,2024,10
1987,김병한,22,2023,14
1988,송인연,26,2019,7
1989,최광역,23,2022,7
1990,이슨연,22,2023,12
1991,이영민,23,2022,10
1992,유지경,21,2024,17
1993,임민중,25,2020,9
1994,황윤림,23,2022,16
1995,장전준,20,2025,14
1996,남다원,24,2021,12
1997,이저표,25,2020,14
1998,허주린,20,2025,7
1999,김승훈,24,2021,6
2000,이모현,26,2019,3
2001,강지연,20,2025,4
2002,조다은,26,2019,10
2003,박요훈,25,2020,10
2004,이서나,22,2023,15
2005,유재형,24,2021,17
2006,문태전,25,2020,1
2007,황성훈,21,2024,5
2008,황유리,25,2020,11
2009,황진번,25,2020,1
2010,이은린,22,2023,6
2011,김원혼,21,2024,5
2012,조저진,20,2025,7
2013,박진우,20,2025,7
2014,김지안,26,2019,7
2015,전수환,25,2020,14
2016,박지빈,21,2024,7
2017,고민현,21,2024,11
2018,이인은,20,2025,7
2019,김항원,21,2024,14
2020,이유미,23,2022,14
2021,박시재,25,2020,9
2022,김승연,25,2020,10
2023,손지만,22,2023,17
2024,장수소,25,2020,16
2025,김봉운,23,2022,11
2026,여예저,24,2021,12
2027,안준석,20,2025,14
2028,이지진,20,2025,7
2029,김정면,26,2019,5
2030,양소원,25,2020,15
2031,구민완,22,2023,16
2032,김현진,24,2021,16
2033,정제준,25,2020,14
2034,우아진,24,2021,7
2035,손영훈,22,2023,14
2036,송호연,23,2022,8
2037,박병원,26,2019,11
2038,김채진,22,2023,2
2039,김성진,23,2022,16
2040,정하경,24,2021,13
2041,박용현,22,2023,13
2042,조지연,26,2019,6
2043,김엉난,24,2021,14
2044,정서경,25,2020,13
2045,신준후,26,2019,13
2046,황주연,21,2024,10
2047,이인헌,26,2019,11
2048,황서민,22,2023,9
2049,박횽석,24,2021,16
2050,김은연,26,2019,14
2051,김규동,25,2020,10
2052,박연진,24,2021,11
2053,장홍준,23,2022,14
2054,양민은,26,2019,11
2055,김당관,21,2024,11
2056,이서림,26,2019,8
2057,정재건,24,2021,5
2058,이하연,24,2021,8
2059,강현사,25,2020,10
2060,문유전,25,2020,8
2061,권재수,23,2022,13
2062,최혜우,20,2025,5
2063,이민훈,23,2022,12
2064,김미진,26,2019,16
2065,정형성,25,2020,14
2066,양서현,23,2022,8
2067,김연빈,24,2021,11
2068,김미원,26,2019,10
2069,안재현,26,2019,13
2070,손호희,22,2023,11
2071,김희연,21,2024,17
2072,김재민,23,2022,11
2073,이성수,26,2019,10
2074,박연빈,21,2024,5
2075,박원재,23,2022,11
2076,김유우,21,2024,12
2077,전재현,22,2023,3
2078,김아연,20,2025,11
2079,전민현,26,2019,16
2080,이지은,20,2025,10
2081,김세민,21,2024,6
2082,강수지,20,2025,13
2083,이태인,26,2019,3
2084,이수연,22,2023,14
2085,박동원,25,2020,7
2086,김혜영,21,2024,14
2087,전동빈,22,2023,12
2088,김민윤,21,2024,8
2089,박정수,23,2022,8
2090,최재연,26,2019,10
2091,박두준,26,2019,2
2092,이은민,22,2023,5
2093,이지진,21,2024,14
2094,김다진,20,2025,4
2095,라진환,24,2021,8
2096,최보우,25,2020,6
2097,조승현,26,2019,5
2098,김지수,20,2025,16
2099,추민윤,23,2022,13
2100,주서진,26,2019,9
2101,남봉환,24,2021,14
2102,김저인,21,2024,11
2103,황형문,21,2024,12
2104,장지진,23,2022,6
2105,이민환,26,2019,12
2106,안호진,24,2021,4
2107,이경민,25,2020,4
2108,이태린,22,2023,14
2109,배성세,23,2022,10
2110,서수현,26,2019,14
2111,김찬숙,21,2024,14
2112,임예빈,22,2023,13
2113,유종민,23,2022,14
2114,김현다,26,2019,2
2115,탁상현,24,2021,2
2116,이은하,21,2024,1
2117,김과환,20,2025,12
2118,박현연,21,2024,14
2119,이해훈,22,2023,17
2120,배유은,26,2019,11
2121,오긴현,22,2023,12
2122,최혜애,21,2024,13
2123,박동용,22,2023,12
2124,조미서,25,2020,5
2125,김민벅,25,2020,2
2126,원은연,24,2021,8
2127,박진순,21,2024,11
2128,김민은,26,2019,14
2129,장세현,25,2020,10
2130,장윤안,25,2020,6
2131,류래은,26,2019,14
2132,민현혜,22,2023,2
2133,변동근,20,2025,13
2134,김서서,25,2020,14
2135,하의긴,23,2022,3
2136,박예은,25,2020,5
2137,이민현,21,2024,6
2138,손지운,26,2019,11
2139,이주현,24,2021,8
2140,안다미,23,2022,4
2141,김원수,24,2021,11
2142,안다빈,21,2024,14
2143,정지재,20,2025,2
2144,박지경,25,2020,16
2145,이상재,24,2021,14
2146,유은린,25,2020,8
2147,김강타,24,2021,14
2148,문주은,23,2022,12
2149,허원후,25,2020,5
2150,김세진,21,2024,12
2151,신민낭,26,2019,14
2152,김수진,25,2020,12
2153,김병석,21,2024,7
2154,윤채라,24,2021,5
2155,김재평,22,2023,14
2156,김우은,22,2023,6
2157,조경승,24,2021,6
2158,서은시,20,2025,5
2159,송현준,25,2020,14
2160,김지연,23,2022,4
2161,박성태,20,2025,13
2162,김소진,22,2023,16
2163,정형재,24,2021,12
2164,원가연,23,2022,15
2165,이성운,25,2020,7
2166,송최연,23,2022,2
2167,김세순,23,2022,7
2168,김보연,24,2021,8
2169,최수안,22,2023,14
2170,장다도,23,2022,16
2171,안지허,22,2023,6
2172,기주연,20,2025,7
2173,이주훈,20,2025,17
2174,민하현,20,2025,11
2175,천성윤,25,2020,14
2176,류서연,20,2025,7
2177,이환진,23,2022,13
2178,김세희,22,2023,14
2179,최상진,20,2025,11
2180,최무지,25,2020,5
2181,김효석,22,2023,9
2182,임가연,25,2020,13
2183,김주웅,23,2022,13
2184,서유윤,21,2024,15
2185,이준수,21,2024,11
2186,김지혜,25,2020,9
2187,고현찬,22,2023,6
2188,이서서,21,2024,5
2189,정동진,20,2025,12
2190,박민빈,21,2024,5
2191,이주인,22,2023,8
2192,홍초주,24,2021,9
2193,김병준,23,2022,9
2194,김민경,24,2021,12
2195,심사수,20,2025,6
2196,김승연,23,2022,16
2197,김간찬,22,2023,15
2198,이다원,20,2025,13
2199,김항현,24,2021,16
2200,이채원,26,2019,10
2201,김지륜,23,2022,6
2202,이다란,23,2022,15
2203,이준환,25,2020,16
2204,정희린,24,2021,7
2205,박현진,23,2022,1
2206,김예수,25,2020,8
2207,남재현,21,2024,13
2208,임현서,23,2022,14
2209,임재성,20,2025,12
2210,이유연,26,2019,11
2211,공민영,24,2021,2
2212,유수라,21,2024,6
2213,정종석,21,2024,14
2214,여현련,23,2022,5
2215,이준수,22,2023,7
2216,박현빈,26,2019,13
2217,박재운,24,2021,12
2218,박윤연,25,2020,4
2219,김병홍,22,2023,14
2220,최미현,26,2019,11
2221,김영영,20,2025,6
2222,최희원,23,2022,2
2223,김민후,20,2025,8
2224,박민운,23,2022,10
2225,주겅주,25,2020,13
2226,김다민,23,2022,7
2227,이상덩,21,2024,13
2228,석세인,20,2025,13
2229,배동운,22,2023,6
2230,구아진,26,2019,8
2231,김동우,25,2020,2
2232,문저진,25,2020,6
2233,임양민,25,2020,10
2234,백혜희,22,2023,5
2235,이현주,21,2024,4
2236,임수린,23,2022,9
2237,강명수,20,2025,11
2238,곽채연,20,2025,7
2239,전대현,26,2019,12
2240,신예서,26,2019,8
2241,장민균,26,2019,14
2242,강주준,22,2023,6
2243,하공희,21,2024,11
2244,김연솔,23,2022,14
2245,서정류,23,2022,6
2246,김다연,25,2020,8
2247,한횽긴,23,2022,1
2248,장다경,24,2021,7
2249,김이원,24,2021,12
2250,윤지은,26,2019,7
2251,이긍성,25,2020,13
2252,윤규희,26,2019,8
2253,김청태,22,2023,3
2254,이태희,26,2019,14
2255,박견규,20,2025,12
2256,손소진,25,2020,7
2257,남주균,22,2023,14
2258,김희은,20,2025,8
2259,탁주현,21,2024,12
2260,박지빈,21,2024,13
2261,김태민,23,2022,5
2262,이예연,22,2023,9
2263,조민현,21,2024,15
2264,유현진,22,2023,6
2265,신이성,25,2020,8
2266,송지진,25,2020,6
2267,이청유,20,2025,14
2268,양유나,22,2023,17
2269,이영찬,25,2020,17
2270,이나혜,26,2019,9
2271,정광호,26,2019,8
2272,홍수현,21,2024,8
2273,전대인,26,2019,14
2274,윤시재,23,2022,17
2275,홍조정,26,2019,8
2276,김아연,21,2024,11
2277,김준주,23,2022,10
2278,김수혜,21,2024,1
2279,오조준,21,2024,12
2280,황가윤,24,2021,16
2281,길민석,20,2025,10
2282,이하인,21,2024,14
2283,안동잔,25,2020,10
2284,남세연,20,2025,8
2285,이재우,26,2019,14
2286,한서연,24,2021,7
2287,곽태한,25,2020,14
2288,김서저,25,2020,14
2289,이정현,24,2021,10
2290,정수빈,20,2025,5
2291,손승원,24,2021,10
2292,김소진,22,2023,12
2293,정필민,25,2020,3
2294,김소은,20,2025,13
2295,김긴원,21,2024,2
2296,조다현,21,2024,6
2297,이한호,21,2024,11
2298,한가현,23,2022,4
2299,박호긴,25,2020,12
2300,조서현,22,2023,7
2301,정이현,20,2025,8
2302,이서주,24,2021,2
2303,윤동민,24,2021,13
2304,김연민,20,2025,14
2305,김태진,26,2019,13
2306,정서진,22,2023,8
2307,장봉연,21,2024,6
2308,백혜현,22,2023,17
2309,김동고,20,2025,14
2310,김세하,20,2025,15
2311,한운진,25,2020,4
2312,홍서서,20,2025,13
2313,박주민,20,2025,4
2314,이보서,25,2020,11
2315,이민택,22,2023,14
2316,김수저,20,2025,16
2317,김형연,20,2025,12
2318,이채희,20,2025,2
2319,송재진,21,2024,8
2320,김도전,26,2019,9
2321,조벙성,22,2023,10
2322,서민빈,25,2020,7
2323,장세인,22,2023,7
2324,유민진,26,2019,13
2325,강전헉,26,2019,8
2326,김혜혜,25,2020,12
2327,김상진,25,2020,2
2328,양현정,22,2023,5
2329,조주현,24,2021,8
2330,원미운,26,2019,11
2331,김효훈,22,2023,14
2332,하민은,20,2025,17
2333,이홍신,22,2023,10
2334,전서윤,20,2025,8
2335,임민석,21,2024,15
2336,김서연,24,2021,13
2337,손대형,26,2019,11
2338,김미현,20,2025,17
2339,문성수,23,2022,9
2340,김유린,22,2023,13
2341,박광휘,25,2020,14
2342,하주원,22,2023,15
2343,정형우,22,2023,14
2344,유현정,25,2020,12
2345,박재준,24,2021,1
2346,김수원,25,2020,9
2347,장종훈,23,2022,10
2348,김혜은,22,2023,8
2349,임준창,24,2021,13
2350,최유주,25,2020,10
2351,이정안,26,2019,9
2352,배기한,24,2021,3
2353,박민긴,25,2020,4
2354,이유현,20,2025,9
2355,이태성,25,2020,16
2356,김차윤,25,2020,11
2357,엄범연,24,2021,13
2358,김지현,26,2019,12
2359,박상연,26,2019,16
2360,안수민,21,2024,13
2361,김환우,23,2022,13
2362,오다진,20,2025,15
2363,신대근,23,2022,1
2364,김연지,21,2024,13
2365,이건현,24,2021,7
2366,박혜진,24,2021,13
2367,박성청,21,2024,10
2368,김채진,25,2020,9
2369,박응연,26,2019,4
2370,유윤연,21,2024,16
2371,이형영,21,2024,14
2372,박지견,24,2021,10
2373,조승환,23,2022,1
2374,임지경,22,2023,13
2375,이희원,22,2023,11
2376,송저윤,24,2021,8
2377,서형윤,25,2020,6
2378,김유도,24,2021,8
2379,진당번,24,2021,11
2380,최지아,23,2022,13
2381,최대우,21,2024,15
2382,장주원,21,2024,13
2383,김전준,24,2021,12
2384,손윤슨,23,2022,5
2385,이희환,20,2025,12
2386,강보빈,22,2023,6
2387,김태현,20,2025,10
2388,나다린,23,2022,6
2389,조원원,20,2025,14
2390,김하진,24,2021,1
2391,정재벅,21,2024,8
2392,이저희,26,2019,13
2393,김완현,24,2021,3
2394,홍견진,21,2024,10
2395,김진환,20,2025,12
2396,진은진,22,2023,6
2397,황상민,20,2025,14
2398,현효저,22,2023,7
2399,김현영,21,2024,13
2400,오서연,23,2022,13
2401,서유현,26,2019,8
2402,노지연,23,2022,12
2403,최태현,20,2025,9
2404,전연원,20,2025,7
2405,양경규,22,2023,7
2406,장채빈,23,2022,13
2407,이왕호,26,2019,14
2408,박소연,26,2019,7
2409,박승현,26,2019,13
2410,김세경,26,2019,14
2411,천민동,23,2022,12
2412,손나도,21,2024,12
2413,윤이길,21,2024,6
2414,김주현,26,2019,12
2415,문형호,21,2024,12
2416,이서현,25,2020,4
2417,김주운,24,2021,6
2418,손유윤,25,2020,5
2419,최군성,26,2019,13
2420,이세예,26,2019,12
2421,이정번,23,2022,9
2422,김지전,24,2021,12
2423,황현학,26,2019,13
2424,김지지,21,2024,16
2425,홍도빈,23,2022,9
2426,김혜린,21,2024,16
2427,서성승,23,2022,5
2428,송유경,26,2019,6
2429,윤동빈,25,2020,10
2430,오나서,23,2022,14
2431,전예원,20,2025,12
2432,김자경,25,2020,7
2433,최조화,20,2025,9
2434,조예연,26,2019,4
2435,최승준,20,2025,6
2436,조윤윤,26,2019,11
2437,조견면,24,2021,14
2438,정보은,24,2021,4
2439,정상석,20,2025,8
2440,장현연,26,2019,7
2441,정숭민,25,2020,12
2442,박지린,21,2024,13
2443,정예한,23,2022,7
2444,전견아,23,2022,14
2445,이성훈,24,2021,13
2446,신지연,21,2024,8
2447,이지석,25,2020,10
2448,김소연,25,2020,13
2449,곽광혁,26,2019,17
2450,박민연,20,2025,13
2451,권민성,20,2025,15
2452,이가서,25,2020,8
2453,전정현,23,2022,4
2454,정수리,25,2020,13
2455,송대형,24,2021,6
2456,채예현,25,2020,10
2457,이상석,26,2019,11
2458,길수윤,26,2019,14
2459,박유석,22,2023,11
2460,김희민,24,2021,17
2461,장준운,22,2023,12
2462,김예슨,22,2023,13
2463,박주윤,26,2019,13
2464,이소연,22,2023,10
2465,이현호,25,2020,6
2466,한다서,21,2024,13
2467,이겅벙,26,2019,13
2468,이유민,24,2021,11
2469,노운제,26,2019,11
2470,박서연,22,2023,17
2471,홍승연,21,2024,12
2472,양슨인,24,2021,14
2473,이동현,24,2021,17
2474,이저형,24,2021,17
2475,서형혁,20,2025,11
2476,손소연,24,2021,14
2477,정창영,24,2021,17
2478,이지은,23,2022,15
2479,주성규,26,2019,11
2480,원현혜,23,2022,5
2481,권창요,21,2024,9
2482,박서연,25,2020,2
2483,임윤우,24,2021,12
2484,이혜은,23,2022,2
2485,장민지,26,2019,6
2486,김미연,24,2021,8
2487,정윤긴,20,2025,6
2488,박주다,21,2024,10
2489,최종성,25,2020,13
2490,정연은,21,2024,10
2491,하형현,23,2022,2
2492,장세인,23,2022,7
2493,양승탁,23,2022,12
2494,김하비,25,2020,10
2495,이성호,21,2024,14
2496,권지진,20,2025,14
2497,유경호,23,2022,12
2498,최다연,22,2023,14
2499,최효성,26,2019,6
2500,오서연,20,2025,2
2501,황창우,22,2023,14
2502,정지영,24,2021,5
2503,문정준,25,2020,12
2504,김예수,26,2019,6
2505,양민우,21,2024,9
2506,우연빈,24,2021,5
2507,구견주,22,2023,2
2508,이이연,26,2019,6
2509,엄태민,21,2024,13
2510,한연련,20,2025,13
2511,유전숙,26,2019,10
2512,남견현,20,2025,5
2513,홍원한,22,2023,14
2514,여서은,23,2022,9
2515,박민석,21,2024,11
2516,심지연,25,2020,5
2517,이이운,23,2022,1
2518,유이연,21,2024,5
2519,정성원,23,2022,11
2520,김예린,20,2025,4
2521,이주석,24,2021,12
2522,이윤윤,20,2025,7
2523,이영요,20,2025,8
2524,김최저,25,2020,14
2525,최기연,24,2021,16
2526,오다서,24,2021,7
2527,최준형,21,2024,6
2528,신민은,22,2023,5
2529,양항원,25,2020,17
2530,옥재비,21,2024,4
2531,성정현,24,2021,9
2532,이미서,26,2019,14
2533,박태민,23,2022,5
2534,배주지,21,2024,16
2535,김종완,23,2022,3
2536,김민진,22,2023,13
2537,이호유,23,2022,1
2538,권민경,26,2019,14
2539,이주주,20,2025,13
2540,박민아,22,2023,10
2541,천홍원,21,2024,14
2542,문윤연,22,2023,14
2543,이필성,25,2020,8
2544,윤아원,21,2024,6
2545,우찬찬,23,2022,11
2546,이지연,25,2020,9
2547,이태준,21,2024,15
2548,김혀민,22,2023,13
2549,남형연,24,2021,10
2550,공서연,20,2025,15
2551,이면준,20,2025,11
2552,정유현,21,2024,13
2553,남예현,25,2020,16
2554,박하민,22,2023,13
2555,이운견,21,2024,4
2556,이지수,21,2024,5
2557,이지재,20,2025,5
2558,이민지,26,2019,9
2559,이조진,26,2019,10
2560,김수서,24,2021,14
2561,허긴원,24,2021,6
2562,박채희,24,2021,11
2563,김성현,20,2025,13
2564,주푸원,26,2019,2
2565,박진훈,24,2021,8
2566,이혜진,25,2020,2
2567,김벙석,25,2020,15
2568,최시현,26,2019,9
2569,김종현,26,2019,2
2570,김이인,23,2022,12
2571,황성현,23,2022,10
2572,정혜하,22,2023,16
2573,유준전,26,2019,13
2574,이지주,24,2021,9
2575,송민천,26,2019,8
2576,김시원,20,2025,6
2577,강승오,22,2023,14
2578,강하빈,20,2025,11
2579,임정우,21,2024,13
2580,강다민,22,2023,15
2581,박유준,24,2021,11
2582,고유전,20,2025,1
2583,최승범,26,2019,11
2584,황승민,21,2024,2
2585,장예혁,23,2022,14
2586,이현진,22,2023,17
2587,하승석,26,2019,9
2588,최유윤,22,2023,9
2589,이재민,26,2019,12
2590,안세희,25,2020,14
2591,김예호,25,2020,10
2592,김지진,21,2024,9
2593,정지영,22,2023,8
2594,이주주,23,2022,14
2595,권재헌,24,2021,11
2596,양현현,21,2024,14
2597,권주전,23,2022,12
2598,최혜아,21,2024,9
2599,유주원,26,2019,2
2600,임유은,21,2024,9
2601,심지권,21,2024,8
2602,송다연,23,2022,11
2603,박성세,25,2020,17
2604,김다주,20,2025,3
2605,이진환,23,2022,16
2606,신소연,24,2021,13
2607,양승사,25,2020,14
2608,이지연,21,2024,11
2609,최종휘,26,2019,5
2610,한윤진,24,2021,14
2611,서민준,23,2022,10
2612,윤유영,25,2020,14
2613,김상빈,20,2025,11
2614,최나원,22,2023,9
2615,박재희,23,2022,16
2616,조수진,21,2024,10
2617,최긴준,21,2024,2
2618,김민연,20,2025,8
2619,양현석,23,2022,13
2620,김서연,26,2019,6
2621,임신완,25,2020,10
2622,최저진,22,2023,9
2623,유지진,20,2025,6
2624,김유빈,23,2022,11
2625,권환현,23,2022,15
2626,곽도주,20,2025,9
2627,정순전,24,2021,10
2628,김효빈,23,2022,12
2629,김주노,22,2023,11
2630,박가안,26,2019,12
2631,김상현,20,2025,15
2632,이미은,25,2020,14
2633,표윤현,26,2019,11
2634,우유영,26,2019,15
2635,장봉주,22,2023,11
2636,정규겅,25,2020,2
2637,김현긍,24,2021,6
2638,하지현,21,2024,14
2639,장종준,21,2024,10
2640,박연인,22,2023,9
2641,지경혁,22,2023,9
2642,박지주,21,2024,12
2643,고승남,22,2023,10
2644,이재은,21,2024,8
2645,박운민,25,2020,9
2646,최소진,22,2023,9
2647,김전운,21,2024,17
2648,왕혜련,25,2020,10
2649,김병현,21,2024,11
2650,박현리,24,2021,2
2651,강형진,20,2025,9
2652,김지은,25,2020,10
2653,차주현,25,2020,14
2654,김하윤,23,2022,9
2655,김남번,21,2024,4
2656,김서민,21,2024,16
2657,이의섭,22,2023,6
2658,이소서,24,2021,8
2659,박동석,23,2022,17
2660,신윤희,26,2019,9
2661,박태호,23,2022,9
2662,김희서,24,2021,10
2663,이승한,20,2025,2
2664,원하리,26,2019,3
2665,오성찬,26,2019,4
2666,문민현,22,2023,7
2667,손희우,20,2025,5
2668,곽민라,26,2019,4
2669,이승슨,26,2019,3
2670,천하윤,25,2020,17
2671,이민민,23,2022,14
2672,조지연,21,2024,1
2673,구민모,25,2020,6
2674,차가진,23,2022,8
2675,이준화,21,2024,5
2676,전서윤,26,2019,16
2677,곽용연,22,2023,1
2678,정조연,24,2021,14
2679,이긴민,24,2021,13
2680,김은경,25,2020,14
2681,유요운,21,2024,11
2682,김윤연,25,2020,14
2683,김성진,21,2024,4
2684,나혀진,24,2021,7
2685,조성민,24,2021,7
2686,최수우,22,2023,6
2687,배옹환,24,2021,9
2688,이지연,23,2022,2
2689,오동현,26,2019,11
2690,박지현,25,2020,12
2691,차낭훈,22,2023,8
2692,강민희,21,2024,6
2693,장회현,24,2021,8
2694,김세민,24,2021,7
2695,이민운,24,2021,16
2696,최재경,25,2020,4
2697,이도우,26,2019,16
2698,박지연,20,2025,14
2699,김동빈,21,2024,12
2700,최은진,22,2023,14
2701,고윤현,22,2023,11
2702,은세예,25,2020,10
2703,박찬상,20,2025,15
2704,노예원,26,2019,14
2705,최근번,22,2023,12
2706,백가연,26,2019,11
2707,최민원,23,2022,16
2708,김민희,23,2022,12
2709,신영현,26,2019,11
2710,김유연,22,2023,16
2711,김광태,26,2019,2
2712,정윤서,26,2019,12
2713,고영준,20,2025,1
2714,양은원,22,2023,9
2715,육긴민,22,2023,10
2716,박채린,25,2020,12
2717,성성성,24,2021,13
2718,김채은,25,2020,17
2719,정사진,21,2024,4
2720,김서연,23,2022,13
2721,류승연,23,2022,9
2722,김서윤,26,2019,7
2723,방경진,25,2020,13
2724,조서주,26,2019,11
2725,장친교,21,2024,5
2726,오서서,22,2023,2
2727,김겅련,22,2023,10
2728,하나우,23,2022,2
2729,성벙원,23,2022,6
2730,이민빈,21,2024,9
2731,이준진,20,2025,7
2732,김유현,20,2025,8
2733,허현성,21,2024,2
2734,박혜은,21,2024,9
2735,이민석,26,2019,12
2736,강민원,22,2023,13
2737,전벙우,24,2021,6
2738,김수연,26,2019,10
2739,홍군완,22,2023,14
2740,박소윤,25,2020,17
2741,탁주운,23,2022,15
2742,이가은,24,2021,16
2743,이겅이,21,2024,14
2744,문주영,25,2020,8
2745,조민욱,24,2021,11
2746,최미연,25,2020,4
2747,박대현,25,2020,13
2748,김도저,23,2022,14
2749,윤재운,26,2019,11
2750,정서민,23,2022,5
2751,박지관,24,2021,5
2752,김보은,21,2024,16
2753,김건운,24,2021,6
2754,최서빈,23,2022,10
2755,천동준,21,2024,9
2756,전가윤,20,2025,10
2757,김상규,23,2022,4
2758,김연민,22,2023,14
2759,박준엉,21,2024,5
2760,이도희,26,2019,4
2761,박수운,21,2024,10
2762,최소애,23,2022,9
2763,안성지,25,2020,4
2764,김주빈,24,2021,3
2765,이진현,24,2021,5
2766,황연아,22,2023,12
2767,조윤찬,24,2021,8
2768,최근윤,22,2023,5
2769,김의근,23,2022,13
2770,임하연,25,2020,12
2771,박경영,23,2022,16
2772,안윤원,24,2021,2
2773,최상환,24,2021,9
2774,김지주,23,2022,14
2775,나유면,25,2020,11
2776,송사민,20,2025,2
2777,정재유,22,2023,7
2778,임유라,25,2020,11
2779,김관용,21,2024,10
2780,김채연,25,2020,14
2781,엄연현,22,2023,5
2782,정채하,21,2024,9
2783,고민구,21,2024,9
2784,김다서,21,2024,6
2785,황성준,26,2019,10
2786,송유진,25,2020,17
2787,김운홍,23,2022,9
2788,이예서,24,2021,13
2789,이성태,22,2023,5
2790,박희윤,22,2023,14
2791,김찬성,25,2020,12
2792,임재서,24,2021,15
2793,김찬준,26,2019,11
2794,이효진,23,2022,13
2795,임재태,21,2024,7
2796,윤가아,24,2021,11
2797,박민현,26,2019,10
2798,정유원,23,2022,5
2799,이미진,22,2023,8
2800,황시연,22,2023,8
2801,조창현,24,2021,10
2802,김소연,22,2023,12
2803,임찬현,24,2021,7
2804,김은은,25,2020,6
2805,이요요,23,2022,15
2806,김은연,24,2021,6
2807,송성균,26,2019,9
2808,이현원,25,2020,5
2809,이미용,22,2023,4
2810,김지주,25,2020,14
2811,박희민,21,2024,14
2812,최희라,21,2024,5
2813,오성신,25,2020,5
2814,이주빈,25,2020,12
2815,고용번,24,2021,14
2816,박아연,20,2025,11
2817,강상빈,22,2023,3
2818,이혜연,20,2025,10
2819,신상원,21,2024,7
2820,공진진,24,2021,11
2821,장차규,25,2020,6
2822,임도진,24,2021,9
2823,김상우,21,2024,7
2824,박서연,23,2022,2
2825,이형현,23,2022,9
2826,김수정,20,2025,12
2827,허형영,23,2022,5
2828,김소하,21,2024,6
2829,박균역,23,2022,9
2830,박지아,24,2021,14
2831,김형운,24,2021,14
2832,김우경,20,2025,12
2833,이몽현,26,2019,16
2834,김연빈,25,2020,14
2835,황진혁,23,2022,16
2836,강아민,21,2024,5
2837,김동민,22,2023,7
2838,고지연,25,2020,8
2839,김수원,23,2022,2
2840,이서윤,25,2020,11
2841,김승섭,25,2020,7
2842,최혜진,21,2024,17
2843,최성역,26,2019,17
2844,박세원,25,2020,2
2845,김경오,24,2021,8
2846,윤유민,25,2020,11
2847,김민천,22,2023,6
2848,유이저,22,2023,7
2849,강태현,22,2023,14
2850,이은빈,20,2025,3
2851,박벙호,21,2024,7
2852,이시언,22,2023,13
2853,박주오,25,2020,13
2854,이신연,25,2020,9
2855,이용호,24,2021,13
2856,김예은,22,2023,6
2857,한찬현,20,2025,7
2858,이서경,22,2023,1
2859,서재숭,23,2022,11
2860,김미은,23,2022,5
2861,한영산,26,2019,16
